Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"Bernardo LemesCoritiba, 20, DMC","304Bernardo LemesCoritiba, 20, DMC",  ,2(3),167.0,1,0.8,0.4,-,0.6,0.2,-,-,6.3,"304Bernardo LemesCoritiba, 20, DMC",  ,2(3),167.0,-,-,0.4,0.2,0.6,0.8,-,0.4,0.4,6.3,"304Bernardo LemesCoritiba, 20, DMC",  ,2(3),167.0,-,0.2,17.8,87.6,-,0.6,-,6.3,"304Bernardo LemesCoritiba, 20, DMC",  ,2(3),167.0,-,-,1,-,0.4,87.6,0.4,-,6.3
"JádsonJuventude, 28, M(CR)","305JádsonJuventude, 28, M(CR)",  ,10,789.0,1.9,1,1.5,-,0.5,0.7,0.4,-,6.3,"305JádsonJuventude, 28, M(CR)",  ,10,789.0,-,-,0.4,0.6,0.6,1.7,-,0.7,1.2,6.3,"305JádsonJuventude, 28, M(CR)",  ,10,789.0,-,0.6,34.8,82.8,-,3.8,0.1,6.3,"305JádsonJuventude, 28, M(CR)",  ,10,789.0,-,-,3,1,0.4,82.8,0.1,-,6.3
"OtávioAtletico MG, 28, DMC","306OtávioAtletico MG, 28, DMC",  ,2(7),323.0,1,0.3,0.4,-,0.6,1,0.1,-,6.3,"306OtávioAtletico MG, 28, DMC",  ,2(7),323.0,-,-,0.2,-,0.3,0.2,-,-,0.2,6.3,"306OtávioAtletico MG, 28, DMC",  ,2(7),323.0,-,-,24.4,88.2,0.1,0.7,-,6.3,"306OtávioAtletico MG, 28, DMC",  ,2(7),323.0,-,-,1,-,0.2,88.2,0.1,-,6.3
"Breno LopesPalmeiras, 26, AM(R)","307Breno LopesPalmeiras, 26, AM(R)",  ,1(7),143.0,0.6,-,0.1,-,-,0.1,-,-,6.3,"307Breno LopesPalmeiras, 26, AM(R)",  ,1(7),143.0,-,-,0.6,0.4,-,0.8,-,-,0.5,6.3,"307Breno LopesPalmeiras, 26, AM(R)",  ,1(7),143.0,-,0.4,6.4,74.5,0.1,0.5,-,6.3,"307Breno LopesPalmeiras, 26, AM(R)",  ,1(7),143.0,-,-,-,-,0.6,74.5,0.9,-,6.3
"Guilherme BiroCoritiba, 22, D(L)","308Guilherme BiroCoritiba, 22, D(L)",  ,3(2),253.0,1.6,0.8,1.2,0.2,1,0.2,-,-,6.3,"308Guilherme BiroCoritiba, 22, D(L)",  ,3(2),253.0,-,-,-,0.2,0.2,0.4,-,0.4,0.6,6.3,"308Guilherme BiroCoritiba, 22, D(L)",  ,3(2),253.0,-,0.2,23.4,88.0,0.2,1.2,-,6.3,"308Guilherme BiroCoritiba, 22, D(L)",  ,3(2),253.0,-,-,1,-,-,88.0,0.8,-,6.3
"Léo CittadiniAthletico Paranaense, 28, M(CLR)","309Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,2(6),307.0,0.6,0.1,0.8,-,0.8,0.5,-,-,6.29,"309Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,2(6),307.0,-,1,0.8,0.3,0.1,0.9,-,0.3,0.5,6.29,"309Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,2(6),307.0,1,0.3,13.6,78.9,-,0.5,-,6.29,"309Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,2(6),307.0,-,1,1,-,0.8,78.9,0.3,-,6.29
"AndréCuiaba, 31, FW","310AndréCuiaba, 31, FW",  ,4(2),283.0,0.3,-,1.2,-,0.5,0.5,-,-,6.29,"310AndréCuiaba, 31, FW",  ,4(2),283.0,1,-,0.5,-,0.3,1.5,0.2,0.3,1.8,6.29,"310AndréCuiaba, 31, FW",  ,4(2),283.0,-,-,9.5,66.7,-,-,-,6.29,"310AndréCuiaba, 31, FW",  ,4(2),283.0,1,-,1,-,0.5,66.7,1,-,6.29
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rafael NavarroPalmeiras, 22, FW","311Rafael NavarroPalmeiras, 22, FW",  ,3(6),325.0,0.7,-,1.4,-,-,0.2,-,-,6.29,"311Rafael NavarroPalmeiras, 22, FW",  ,3(6),325.0,-,1,0.9,0.3,0.6,0.7,0.2,0.7,2.1,6.29,"311Rafael NavarroPalmeiras, 22, FW",  ,3(6),325.0,1,0.3,4.9,61.4,-,0.1,0.1,6.29,"311Rafael NavarroPalmeiras, 22, FW",  ,3(6),325.0,-,1,-,-,0.9,61.4,1.1,-,6.29
"HenriqueCoritiba, 35, D(CR)","312HenriqueCoritiba, 35, D(CR)",  ,7,626.0,1,2,0.6,0.3,3.6,-,1.7,1,6.29,"312HenriqueCoritiba, 35, D(CR)",  ,7,626.0,-,-,0.4,0.3,-,0.1,-,-,-,6.29,"312HenriqueCoritiba, 35, D(CR)",  ,7,626.0,-,0.3,46.0,90.1,-,4.7,-,6.29,"312HenriqueCoritiba, 35, D(CR)",  ,7,626.0,-,-,1,1,0.4,90.1,1.1,-,6.29
"RodriguinhoCuiaba, 34, M(CL),FW","313RodriguinhoCuiaba, 34, M(CL),FW",  ,6(5),520.0,0.7,0.3,0.5,-,0.3,0.4,-,-,6.28,"313RodriguinhoCuiaba, 34, M(CL),FW",  ,6(5),520.0,-,-,1.6,0.4,0.6,1,0.2,1,1.9,6.28,"313RodriguinhoCuiaba, 34, M(CL),FW",  ,6(5),520.0,-,0.4,15.4,81.7,-,0.8,-,6.28,"313RodriguinhoCuiaba, 34, M(CL),FW",  ,6(5),520.0,-,-,-,-,1.6,81.7,0.8,-,6.28
"Matheus PeixotoCeara, 26, FW","314Matheus PeixotoCeara, 26, FW",  ,1(4),163.0,0.2,-,0.6,-,0.6,0.2,-,-,6.28,"314Matheus PeixotoCeara, 26, FW",  ,1(4),163.0,-,1,0.2,0.4,-,1,0.6,-,1.2,6.28,"314Matheus PeixotoCeara, 26, FW",  ,1(4),163.0,1,0.4,7.8,66.7,-,-,-,6.28,"314Matheus PeixotoCeara, 26, FW",  ,1(4),163.0,-,1,-,-,0.2,66.7,1.4,-,6.28
"DiegoFlamengo, 37, M(CLR)","315DiegoFlamengo, 37, M(CLR)",  ,2(5),165.0,0.6,-,0.4,-,0.3,0.9,0.1,-,6.28,"315DiegoFlamengo, 37, M(CLR)",  ,2(5),165.0,-,-,0.1,0.1,1,0.6,-,0.1,0.4,6.28,"315DiegoFlamengo, 37, M(CLR)",  ,2(5),165.0,-,0.1,15.3,84.1,-,0.3,-,6.28,"315DiegoFlamengo, 37, M(CLR)",  ,2(5),165.0,-,-,1,-,0.1,84.1,0.1,-,6.28
"Lucas LimaFortaleza, 32, AM(CR)","316Lucas LimaFortaleza, 32, AM(CR)",  ,4(3),369.0,0.7,-,0.9,-,-,1,-,-,6.28,"316Lucas LimaFortaleza, 32, AM(CR)",  ,4(3),369.0,-,1,0.3,0.4,0.6,1,0.1,0.6,1.9,6.28,"316Lucas LimaFortaleza, 32, AM(CR)",  ,4(3),369.0,1,0.4,20.7,81.4,0.4,1,-,6.28,"316Lucas LimaFortaleza, 32, AM(CR)",  ,4(3),369.0,-,1,-,-,0.3,81.4,-,-,6.28
"Léo BaptistãoSantos FC, 29, AM(CLR),FW","317Léo BaptistãoSantos FC, 29, AM(CLR),FW",  ,6,428.0,1.2,0.2,0.3,0.2,0.3,1,0.3,1,6.28,"317Léo BaptistãoSantos FC, 29, AM(CLR),FW",  ,6,428.0,-,-,1.5,0.3,0.5,1.7,-,1.7,0.8,6.28,"317Léo BaptistãoSantos FC, 29, AM(CLR),FW",  ,6,428.0,-,0.3,19.7,71.2,-,0.8,-,6.28,"317Léo BaptistãoSantos FC, 29, AM(CLR),FW",  ,6,428.0,-,-,1,-,1.5,71.2,1.5,-,6.28
"Lucas PiresSantos FC, 21, D(L)","318Lucas PiresSantos FC, 21, D(L)",  ,5(1),424.0,1.7,0.7,1.2,-,0.3,1.3,-,-,6.28,"318Lucas PiresSantos FC, 21, D(L)",  ,5(1),424.0,-,-,0.8,1.2,0.7,1,-,1,1,6.28,"318Lucas PiresSantos FC, 21, D(L)",  ,5(1),424.0,-,1.2,30.3,71.4,1.8,0.7,-,6.28,"318Lucas PiresSantos FC, 21, D(L)",  ,5(1),424.0,-,-,1,1,0.8,71.4,0.2,-,6.28
"ChayBotafogo RJ, 31, Forward","319ChayBotafogo RJ, 31, Forward",  ,2(3),222.0,1.2,0.2,0.8,-,-,1.2,-,-,6.27,"319ChayBotafogo RJ, 31, Forward",  ,2(3),222.0,-,-,1,-,1.6,0.8,-,1.2,0.6,6.27,"319ChayBotafogo RJ, 31, Forward",  ,2(3),222.0,-,-,16.8,84.5,-,1,-,6.27,"319ChayBotafogo RJ, 31, Forward",  ,2(3),222.0,-,-,2,-,1,84.5,0.2,-,6.27
"VitinhoAthletico Paranaense, 23, AM(L)","320VitinhoAthletico Paranaense, 23, AM(L)",  ,3(3),305.0,1,0.5,1.2,-,0.3,0.8,-,-,6.27,"320VitinhoAthletico Paranaense, 23, AM(L)",  ,3(3),305.0,-,-,0.5,0.2,0.3,1.7,0.3,0.3,0.8,6.27,"320VitinhoAthletico Paranaense, 23, AM(L)",  ,3(3),305.0,-,0.2,12.8,79.2,0.3,0.3,-,6.27,"320VitinhoAthletico Paranaense, 23, AM(L)",  ,3(3),305.0,-,-,-,-,0.5,79.2,0.5,-,6.27
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Léo PereiraAtletico GO, 22, AM(LR)","321Léo PereiraAtletico GO, 22, AM(LR)",  ,3(8),466.0,1.3,0.5,1.3,-,0.1,0.9,0.2,-,6.27,"321Léo PereiraAtletico GO, 22, AM(LR)",  ,3(8),466.0,-,1,1,0.4,0.7,1,0.2,1,1.3,6.27,"321Léo PereiraAtletico GO, 22, AM(LR)",  ,3(8),466.0,1,0.4,8.1,67.4,0.2,0.2,-,6.27,"321Léo PereiraAtletico GO, 22, AM(LR)",  ,3(8),466.0,-,1,2,-,1,67.4,-,-,6.27
"JenisonCuiaba, 31, FW","322JenisonCuiaba, 31, FW",  ,1(5),155.0,-,0.2,0.7,0.2,0.5,-,-,-,6.26,"322JenisonCuiaba, 31, FW",  ,1(5),155.0,1,-,0.7,0.2,0.2,0.2,-,0.5,1.2,6.26,"322JenisonCuiaba, 31, FW",  ,1(5),155.0,-,0.2,6.5,66.7,-,0.3,-,6.26,"322JenisonCuiaba, 31, FW",  ,1(5),155.0,1,-,2,-,0.7,66.7,2,-,6.26
"Arthur HenriqueAtletico GO, 28, D(L),M(L)","323Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,0(5),118.0,1.4,0.2,0.6,-,0.6,0.2,-,-,6.26,"323Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,0(5),118.0,-,-,-,0.6,1.2,0.4,-,0.2,0.8,6.26,"323Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,0(5),118.0,-,0.6,13.4,88.1,-,0.2,-,6.26,"323Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,0(5),118.0,-,-,-,1,-,88.1,0.2,-,6.26
"LázaroFlamengo, 20, Forward","324LázaroFlamengo, 20, Forward",  ,3(6),281.0,0.4,0.1,0.9,0.1,0.4,0.9,0.1,-,6.26,"324LázaroFlamengo, 20, Forward",  ,3(6),281.0,1,-,0.8,0.4,0.7,0.6,0.1,0.8,1.3,6.26,"324LázaroFlamengo, 20, Forward",  ,3(6),281.0,-,0.4,11.4,73.8,0.1,0.3,-,6.26,"324LázaroFlamengo, 20, Forward",  ,3(6),281.0,1,-,2,-,0.8,73.8,0.9,-,6.26
"Pablo MaiaSao Paulo, 20, DMC","325Pablo MaiaSao Paulo, 20, DMC",  ,3(5),323.0,1.1,-,1,-,1.3,0.4,0.3,-,6.26,"325Pablo MaiaSao Paulo, 20, DMC",  ,3(5),323.0,-,-,0.1,0.1,0.3,0.6,-,0.1,0.4,6.26,"325Pablo MaiaSao Paulo, 20, DMC",  ,3(5),323.0,-,0.1,23.0,87.0,-,1,-,6.26,"325Pablo MaiaSao Paulo, 20, DMC",  ,3(5),323.0,-,-,1,-,0.1,87.0,0.3,-,6.26
"Zé RobertoCeara, 28, FW","326Zé RobertoCeara, 28, FW",  ,1(4),145.0,0.4,-,0.4,-,0.2,-,-,-,6.26,"326Zé RobertoCeara, 28, FW",  ,1(4),145.0,-,-,0.6,0.8,0.6,1.6,-,0.2,1.4,6.26,"326Zé RobertoCeara, 28, FW",  ,1(4),145.0,-,0.8,8.6,83.7,-,0.4,-,6.26,"326Zé RobertoCeara, 28, FW",  ,1(4),145.0,-,-,3,-,0.6,83.7,0.8,-,6.26
"Bruno CortezAvai FC, 35, D(L)","327Bruno CortezAvai FC, 35, D(L)",  ,9,810.0,1.1,0.6,1.1,-,1.7,0.9,0.6,-,6.25,"327Bruno CortezAvai FC, 35, D(L)",  ,9,810.0,-,-,0.1,0.4,0.9,0.8,0.1,0.4,0.9,6.25,"327Bruno CortezAvai FC, 35, D(L)",  ,9,810.0,-,0.4,41.6,77.5,0.2,2.1,-,6.25,"327Bruno CortezAvai FC, 35, D(L)",  ,9,810.0,-,-,1,-,0.1,77.5,1.1,-,6.25
"André LuisCuiaba, 25, AM(CR),FW","328André LuisCuiaba, 25, AM(CR),FW",  ,4(4),387.0,0.6,0.4,1.1,-,0.3,0.5,0.5,-,6.25,"328André LuisCuiaba, 25, AM(CR),FW",  ,4(4),387.0,-,-,0.3,0.3,0.6,2.1,-,0.3,0.8,6.25,"328André LuisCuiaba, 25, AM(CR),FW",  ,4(4),387.0,-,0.3,9.3,79.7,0.3,-,-,6.25,"328André LuisCuiaba, 25, AM(CR),FW",  ,4(4),387.0,-,-,1,-,0.3,79.7,0.4,-,6.25
"Luo GuofuAmerica MG, 34, AM(LR),FW","329Luo GuofuAmerica MG, 34, AM(LR),FW",  ,4(3),351.0,0.1,-,1.6,-,0.4,0.4,-,-,6.24,"329Luo GuofuAmerica MG, 34, AM(LR),FW",  ,4(3),351.0,1,-,2.1,0.4,0.4,0.7,0.6,0.9,2.1,6.24,"329Luo GuofuAmerica MG, 34, AM(LR),FW",  ,4(3),351.0,-,0.4,10.0,71.4,-,-,-,6.24,"329Luo GuofuAmerica MG, 34, AM(LR),FW",  ,4(3),351.0,1,-,-,-,2.1,71.4,0.1,-,6.24
"Emiliano RigoniSao Paulo, 29, M(CLR),FW","330Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,0(5),74.0,0.2,-,0.6,0.2,-,0.2,-,-,6.24,"330Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,0(5),74.0,-,-,0.2,0.8,0.6,0.2,-,0.6,0.8,6.24,"330Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,0(5),74.0,-,0.8,6.8,67.6,0.8,0.6,-,6.24,"330Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,0(5),74.0,-,-,-,-,0.2,67.6,0.4,-,6.24
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WillianFluminense, 35, AM(CLR),FW","331WillianFluminense, 35, AM(CLR),FW",  ,1(7),162.0,0.3,0.4,0.1,-,0.1,0.1,-,-,6.24,"331WillianFluminense, 35, AM(CLR),FW",  ,1(7),162.0,1,-,0.3,0.3,0.3,-,0.1,0.4,1.3,6.24,"331WillianFluminense, 35, AM(CLR),FW",  ,1(7),162.0,-,0.3,7.1,82.5,0.1,0.1,-,6.24,"331WillianFluminense, 35, AM(CLR),FW",  ,1(7),162.0,1,-,-,-,0.3,82.5,0.3,-,6.24
"YuriJuventude, 28, D(C),DMC","332YuriJuventude, 28, D(C),DMC",  ,8,625.0,1.3,1,1.9,-,0.8,1,0.4,-,6.24,"332YuriJuventude, 28, D(C),DMC",  ,8,625.0,-,-,0.4,0.8,0.4,0.4,-,0.4,0.9,6.24,"332YuriJuventude, 28, D(C),DMC",  ,8,625.0,-,0.8,40.9,86.5,-,2.9,-,6.24,"332YuriJuventude, 28, D(C),DMC",  ,8,625.0,-,-,4,-,0.4,86.5,0.5,-,6.24
"Lucas PiazónBotafogo RJ, 28, AM(CLR),FW","333Lucas PiazónBotafogo RJ, 28, AM(CLR),FW",  ,4(3),377.0,1.4,0.3,0.3,-,1.1,0.1,-,-,6.24,"333Lucas PiazónBotafogo RJ, 28, AM(CLR),FW",  ,4(3),377.0,-,-,0.9,0.6,0.3,0.1,0.1,0.1,1.1,6.24,"333Lucas PiazónBotafogo RJ, 28, AM(CLR),FW",  ,4(3),377.0,-,0.6,18.4,86.8,0.3,0.3,-,6.24,"333Lucas PiazónBotafogo RJ, 28, AM(CLR),FW",  ,4(3),377.0,-,-,1,1,0.9,86.8,0.7,-,6.24
"Gustavo MosquitoCorinthians, 24, AM(LR)","334Gustavo MosquitoCorinthians, 24, AM(LR)",  ,3(4),302.0,-,-,0.3,-,0.4,0.4,-,-,6.24,"334Gustavo MosquitoCorinthians, 24, AM(LR)",  ,3(4),302.0,-,1,0.3,0.9,0.7,0.9,-,0.4,1,6.24,"334Gustavo MosquitoCorinthians, 24, AM(LR)",  ,3(4),302.0,1,0.9,13.0,79.1,0.7,-,-,6.24,"334Gustavo MosquitoCorinthians, 24, AM(LR)",  ,3(4),302.0,-,1,1,-,0.3,79.1,-,-,6.24
"Bryan AnguloSantos FC, 26, Forward","335Bryan AnguloSantos FC, 26, Forward",  ,2(6),205.0,0.4,-,0.1,-,0.4,0.4,0.1,-,6.23,"335Bryan AnguloSantos FC, 26, Forward",  ,2(6),205.0,1,-,0.4,0.4,0.1,0.4,-,0.5,0.3,6.23,"335Bryan AnguloSantos FC, 26, Forward",  ,2(6),205.0,-,0.4,6.1,73.5,-,0.1,-,6.23,"335Bryan AnguloSantos FC, 26, Forward",  ,2(6),205.0,1,-,-,-,0.4,73.5,0.4,-,6.23
"MatheusinhoAmerica MG, 24, AM(CR)","336MatheusinhoAmerica MG, 24, AM(CR)",  ,2(5),239.0,0.7,0.3,1,-,0.3,0.9,-,-,6.23,"336MatheusinhoAmerica MG, 24, AM(CR)",  ,2(5),239.0,-,-,0.4,0.7,1.1,0.6,0.1,0.3,1.4,6.23,"336MatheusinhoAmerica MG, 24, AM(CR)",  ,2(5),239.0,-,0.7,12.1,85.9,0.1,0.6,-,6.23,"336MatheusinhoAmerica MG, 24, AM(CR)",  ,2(5),239.0,-,-,1,1,0.4,85.9,-,-,6.23
"Marlon FreitasAtletico GO, 27, DMC","337Marlon FreitasAtletico GO, 27, DMC",  ,10,757.0,1.1,0.9,0.3,-,0.7,1.1,0.1,1,6.23,"337Marlon FreitasAtletico GO, 27, DMC",  ,10,757.0,-,1,0.5,0.9,0.3,0.1,-,0.5,0.6,6.23,"337Marlon FreitasAtletico GO, 27, DMC",  ,10,757.0,1,0.9,53.2,87.0,-,4.4,0.1,6.23,"337Marlon FreitasAtletico GO, 27, DMC",  ,10,757.0,-,1,1,-,0.5,87.0,0.4,-,6.23
"Bruno OliveiraSantos FC, 24, Midfielder","338Bruno OliveiraSantos FC, 24, Midfielder",  ,1(5),159.0,0.2,0.2,-,-,0.3,1,-,-,6.23,"338Bruno OliveiraSantos FC, 24, Midfielder",  ,1(5),159.0,-,-,0.3,0.7,-,0.5,-,-,1,6.23,"338Bruno OliveiraSantos FC, 24, Midfielder",  ,1(5),159.0,-,0.7,13.5,88.9,0.3,0.3,-,6.23,"338Bruno OliveiraSantos FC, 24, Midfielder",  ,1(5),159.0,-,-,-,-,0.3,88.9,-,-,6.23
"Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW","339Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW",  ,1(6),204.0,0.3,0.3,1,-,0.1,0.6,0.1,-,6.23,"339Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW",  ,1(6),204.0,-,-,0.3,-,0.9,1.3,0.1,0.4,0.7,6.23,"339Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW",  ,1(6),204.0,-,-,6.4,71.1,0.1,0.6,-,6.23,"339Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW",  ,1(6),204.0,-,-,1,-,0.3,71.1,0.6,-,6.23
"Rodrigo FreitasAvai FC, 24, D(C)","341Rodrigo FreitasAvai FC, 24, D(C)",  ,2(3),265.0,0.2,1.2,0.4,0.4,2.6,-,0.6,-,6.22,"341Rodrigo FreitasAvai FC, 24, D(C)",  ,2(3),265.0,-,-,0.2,-,-,0.8,-,-,0.2,6.22,"341Rodrigo FreitasAvai FC, 24, D(C)",  ,2(3),265.0,-,-,26.8,82.8,0.2,1.4,-,6.22,"341Rodrigo FreitasAvai FC, 24, D(C)",  ,2(3),265.0,-,-,1,-,0.2,82.8,0.8,-,6.22
"DentinhoAvai FC, 25, Forward","342DentinhoAvai FC, 25, Forward",  ,1(5),200.0,0.7,0.3,0.7,-,0.2,0.8,0.2,-,6.21,"342DentinhoAvai FC, 25, Forward",  ,1(5),200.0,-,-,0.7,0.5,0.5,1.7,-,0.8,1,6.21,"342DentinhoAvai FC, 25, Forward",  ,1(5),200.0,-,0.5,10.7,81.3,-,-,0.2,6.21,"342DentinhoAvai FC, 25, Forward",  ,1(5),200.0,-,-,2,-,0.7,81.3,-,-,6.21
"Matheus VargasFortaleza, 26, M(C)","343Matheus VargasFortaleza, 26, M(C)",  ,3(4),261.0,0.6,0.4,1.1,-,0.1,0.9,0.1,-,6.21,"343Matheus VargasFortaleza, 26, M(C)",  ,3(4),261.0,-,-,1.3,0.3,1,0.7,0.1,0.6,1.1,6.21,"343Matheus VargasFortaleza, 26, M(C)",  ,3(4),261.0,-,0.3,11.0,70.1,-,0.9,-,6.21,"343Matheus VargasFortaleza, 26, M(C)",  ,3(4),261.0,-,-,2,-,1.3,70.1,0.4,-,6.21
"Luciano CastánCoritiba, 32, D(C)","344Luciano CastánCoritiba, 32, D(C)",  ,10,900.0,1.2,0.9,1,0.2,4,0.5,1.4,-,6.21,"344Luciano CastánCoritiba, 32, D(C)",  ,10,900.0,1,-,0.2,-,0.5,0.2,-,0.2,0.9,6.21,"344Luciano CastánCoritiba, 32, D(C)",  ,10,900.0,-,-,50.4,86.3,-,4.7,-,6.21,"344Luciano CastánCoritiba, 32, D(C)",  ,10,900.0,1,-,-,1,0.2,86.3,2,-,6.21
"Bruno PraxedesRed Bull Bragantino, 20, M(C)","345Bruno PraxedesRed Bull Bragantino, 20, M(C)",  ,4(2),263.0,0.5,0.3,0.8,-,0.2,0.2,0.2,-,6.21,"345Bruno PraxedesRed Bull Bragantino, 20, M(C)",  ,4(2),263.0,-,-,1.3,0.3,0.3,1.5,-,0.8,1,6.21,"345Bruno PraxedesRed Bull Bragantino, 20, M(C)",  ,4(2),263.0,-,0.3,14.7,81.8,0.2,0.5,-,6.21,"345Bruno PraxedesRed Bull Bragantino, 20, M(C)",  ,4(2),263.0,-,-,2,-,1.3,81.8,0.2,-,6.21
"WesleyInternacional, 25, FW","346WesleyInternacional, 25, FW",  ,3(2),191.0,-,-,1.2,0.2,0.4,0.2,-,-,6.19,"346WesleyInternacional, 25, FW",  ,3(2),191.0,-,-,0.6,1,0.4,0.8,0.6,0.6,0.8,6.19,"346WesleyInternacional, 25, FW",  ,3(2),191.0,-,1,11.6,70.7,-,0.2,0.2,6.19,"346WesleyInternacional, 25, FW",  ,3(2),191.0,-,-,1,-,0.6,70.7,0.4,-,6.19
"Luan DiasGoias, 25, Forward","347Luan DiasGoias, 25, Forward",  ,2(4),182.0,0.7,0.2,0.2,-,0.2,0.7,0.2,-,6.18,"347Luan DiasGoias, 25, Forward",  ,2(4),182.0,-,-,-,0.2,0.7,0.2,-,0.7,2,6.18,"347Luan DiasGoias, 25, Forward",  ,2(4),182.0,-,0.2,12.3,83.8,0.2,1,-,6.18,"347Luan DiasGoias, 25, Forward",  ,2(4),182.0,-,-,1,-,-,83.8,0.3,-,6.18
"Matheus NascimentoBotafogo RJ, 18, FW","348Matheus NascimentoBotafogo RJ, 18, FW",  ,2(6),260.0,0.3,0.1,0.9,0.1,0.4,0.4,-,-,6.18,"348Matheus NascimentoBotafogo RJ, 18, FW",  ,2(6),260.0,-,-,0.4,0.9,0.4,0.3,0.1,1,1.5,6.18,"348Matheus NascimentoBotafogo RJ, 18, FW",  ,2(6),260.0,-,0.9,8.1,66.2,-,0.1,-,6.18,"348Matheus NascimentoBotafogo RJ, 18, FW",  ,2(6),260.0,-,-,1,-,0.4,66.2,1.1,-,6.18
"GeovaneCeara, 23, DMC","349GeovaneCeara, 23, DMC",  ,2(4),144.0,1,0.3,0.8,-,-,0.3,0.5,-,6.18,"349GeovaneCeara, 23, DMC",  ,2(4),144.0,-,-,0.2,0.2,-,1,-,0.3,0.2,6.18,"349GeovaneCeara, 23, DMC",  ,2(4),144.0,-,0.2,10.3,82.3,-,0.5,-,6.18,"349GeovaneCeara, 23, DMC",  ,2(4),144.0,-,-,2,-,0.2,82.3,0.2,-,6.18
"Marcão SilvaCuiaba, 31, DMC","350Marcão SilvaCuiaba, 31, DMC",  ,2(6),259.0,0.4,0.4,0.9,0.1,0.6,0.3,0.1,-,6.18,"350Marcão SilvaCuiaba, 31, DMC",  ,2(6),259.0,-,-,-,-,0.1,-,-,0.4,0.3,6.18,"350Marcão SilvaCuiaba, 31, DMC",  ,2(6),259.0,-,-,6.8,88.9,-,-,-,6.18,"350Marcão SilvaCuiaba, 31, DMC",  ,2(6),259.0,-,-,-,-,-,88.9,0.8,-,6.18
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShaylonAtletico GO, 25, D(R),M(CR)","351ShaylonAtletico GO, 25, D(R),M(CR)",  ,3(5),323.0,0.6,0.5,0.3,-,-,0.4,0.1,-,6.18,"351ShaylonAtletico GO, 25, D(R),M(CR)",  ,3(5),323.0,-,-,1,0.8,0.4,0.3,-,0.3,0.5,6.18,"351ShaylonAtletico GO, 25, D(R),M(CR)",  ,3(5),323.0,-,0.8,15.8,87.3,0.3,0.9,-,6.18,"351ShaylonAtletico GO, 25, D(R),M(CR)",  ,3(5),323.0,-,-,1,-,1,87.3,-,-,6.18
"Eduard AtuestaPalmeiras, 25, DMC","352Eduard AtuestaPalmeiras, 25, DMC",  ,0(6),38.0,-,-,0.3,-,-,0.2,-,-,6.17,"352Eduard AtuestaPalmeiras, 25, DMC",  ,0(6),38.0,-,-,-,0.2,0.3,0.2,-,-,0.2,6.17,"352Eduard AtuestaPalmeiras, 25, DMC",  ,0(6),38.0,-,0.2,6.5,82.1,0.2,0.2,-,6.17,"352Eduard AtuestaPalmeiras, 25, DMC",  ,0(6),38.0,-,-,-,-,-,82.1,0.3,-,6.17
"MarcinhoAvai FC, 27, M(LR)","353MarcinhoAvai FC, 27, M(LR)",  ,1(4),157.0,0.8,0.2,0.2,-,-,0.4,0.2,-,6.16,"353MarcinhoAvai FC, 27, M(LR)",  ,1(4),157.0,-,-,0.8,0.8,0.4,0.6,0.2,0.6,1.2,6.16,"353MarcinhoAvai FC, 27, M(LR)",  ,1(4),157.0,-,0.8,11.8,86.4,0.2,0.6,-,6.16,"353MarcinhoAvai FC, 27, M(LR)",  ,1(4),157.0,-,-,-,-,0.8,86.4,-,-,6.16
