Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"Felipe AzevedoAmerica MG, 35, AM(CLR),FW","204Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,8(3),668.0,0.9,0.5,1.2,-,0.8,1.4,-,-,6.65,"204Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,8(3),668.0,2,-,1.6,0.7,0.7,0.7,-,1,2.1,6.65,"204Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,8(3),668.0,-,0.7,22.0,73.6,0.2,1.1,-,6.65,"204Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,8(3),668.0,2,-,1,-,1.6,73.6,2.3,-,6.65
"Bruno OliveiraSantos FC, 24, Midfielder","205Bruno OliveiraSantos FC, 24, Midfielder",  ,2(4),210.0,0.7,0.2,1,-,-,1.2,-,-,6.65,"205Bruno OliveiraSantos FC, 24, Midfielder",  ,2(4),210.0,-,1,1.2,1.5,0.7,1.7,-,0.5,0.7,6.65,"205Bruno OliveiraSantos FC, 24, Midfielder",  ,2(4),210.0,1,1.5,14.7,76.1,1,1,0.5,6.65,"205Bruno OliveiraSantos FC, 24, Midfielder",  ,2(4),210.0,-,1,2,-,1.2,76.1,-,-,6.65
"Germán ContiAmerica MG, 28, D(C)","206Germán ContiAmerica MG, 28, D(C)",  ,4(4),446.0,0.5,0.5,0.6,0.3,3.4,0.3,0.9,-,6.65,"206Germán ContiAmerica MG, 28, D(C)",  ,4(4),446.0,-,-,1,0.4,-,0.1,-,-,0.1,6.65,"206Germán ContiAmerica MG, 28, D(C)",  ,4(4),446.0,-,0.4,25.8,79.1,-,2.1,-,6.65,"206Germán ContiAmerica MG, 28, D(C)",  ,4(4),446.0,-,-,-,-,1,79.1,3.9,-,6.65
"Philipe SampaioBotafogo RJ, 27, D(C)","207Philipe SampaioBotafogo RJ, 27, D(C)",  ,6,512.0,0.3,1.3,1.5,0.8,5.2,0.8,1.2,-,6.64,"207Philipe SampaioBotafogo RJ, 27, D(C)",  ,6,512.0,-,-,0.2,-,-,0.7,-,-,0.3,6.64,"207Philipe SampaioBotafogo RJ, 27, D(C)",  ,6,512.0,-,-,52.2,87.2,-,3.7,-,6.64,"207Philipe SampaioBotafogo RJ, 27, D(C)",  ,6,512.0,-,-,1,1,0.2,87.2,3.2,-,6.64
"ReynaldoGoias, 25, D(C)","208ReynaldoGoias, 25, D(C)",  ,9,746.0,1.3,0.8,1,0.4,5.9,0.1,0.7,-,6.64,"208ReynaldoGoias, 25, D(C)",  ,9,746.0,-,-,0.4,-,0.2,0.6,-,0.1,0.2,6.64,"208ReynaldoGoias, 25, D(C)",  ,9,746.0,-,-,21.9,82.7,-,1.1,-,6.64,"208ReynaldoGoias, 25, D(C)",  ,9,746.0,-,-,4,-,0.4,82.7,1.4,-,6.64
"JadsomRed Bull Bragantino, 21, DMC","209JadsomRed Bull Bragantino, 21, DMC",  ,4(4),385.0,1.3,1.8,1,-,0.8,0.5,0.3,-,6.64,"209JadsomRed Bull Bragantino, 21, DMC",  ,4(4),385.0,-,1,0.4,0.3,0.4,0.4,-,-,0.3,6.64,"209JadsomRed Bull Bragantino, 21, DMC",  ,4(4),385.0,1,0.3,26.1,83.3,-,2.5,-,6.64,"209JadsomRed Bull Bragantino, 21, DMC",  ,4(4),385.0,-,1,3,-,0.4,83.3,0.3,-,6.64
"MartinelliFluminense, 20, DMC","210MartinelliFluminense, 20, DMC",  ,3(4),285.0,1.1,0.6,0.9,-,0.7,0.6,-,-,6.63,"210MartinelliFluminense, 20, DMC",  ,3(4),285.0,-,1,0.4,1,0.7,0.1,-,0.7,0.9,6.63,"210MartinelliFluminense, 20, DMC",  ,3(4),285.0,1,1,24.7,82.1,-,0.6,-,6.63,"210MartinelliFluminense, 20, DMC",  ,3(4),285.0,-,1,-,-,0.4,82.1,0.6,-,6.63
"JairAtletico MG, 27, DMC","211JairAtletico MG, 27, DMC",  ,7(3),614.0,2.1,0.8,1.1,-,0.2,0.6,0.1,-,6.63,"211JairAtletico MG, 27, DMC",  ,7(3),614.0,-,-,1.5,0.3,0.6,0.7,-,1.1,0.4,6.63,"211JairAtletico MG, 27, DMC",  ,7(3),614.0,-,0.3,31.3,88.5,-,1.1,-,6.63,"211JairAtletico MG, 27, DMC",  ,7(3),614.0,-,-,2,-,1.5,88.5,1.2,-,6.63
"ErickCeara, 24, AM(LR)","212ErickCeara, 24, AM(LR)",  ,4(4),378.0,0.6,0.1,1.1,-,0.1,0.8,-,-,6.63,"212ErickCeara, 24, AM(LR)",  ,4(4),378.0,1,-,1.4,1.5,1.6,1.3,0.1,1.4,1.3,6.63,"212ErickCeara, 24, AM(LR)",  ,4(4),378.0,-,1.5,14.0,75.9,0.8,0.5,-,6.63,"212ErickCeara, 24, AM(LR)",  ,4(4),378.0,1,-,1,-,1.4,75.9,0.4,-,6.63
"MaurícioInternacional, 21, AM(CR)","213MaurícioInternacional, 21, AM(CR)",  ,5(4),401.0,0.6,0.6,0.2,-,-,1,-,-,6.63,"213MaurícioInternacional, 21, AM(CR)",  ,5(4),401.0,2,-,1.6,0.8,0.6,0.6,-,-,0.8,6.63,"213MaurícioInternacional, 21, AM(CR)",  ,5(4),401.0,-,0.8,16.9,80.9,0.3,0.2,-,6.63,"213MaurícioInternacional, 21, AM(CR)",  ,5(4),401.0,2,-,1,-,1.6,80.9,0.3,1,6.63
"Felipe MarquesCuiaba, 32, AM(L)","214Felipe MarquesCuiaba, 32, AM(L)",  ,5(2),325.0,0.6,0.4,0.6,-,-,0.4,0.1,-,6.63,"214Felipe MarquesCuiaba, 32, AM(L)",  ,5(2),325.0,-,1,1,0.9,1.6,1.3,0.1,1.3,1.6,6.63,"214Felipe MarquesCuiaba, 32, AM(L)",  ,5(2),325.0,1,0.9,12.1,85.9,0.6,0.3,-,6.63,"214Felipe MarquesCuiaba, 32, AM(L)",  ,5(2),325.0,-,1,1,-,1,85.9,0.4,1,6.63
"Luan GarciaPalmeiras, 29, D(C)","215Luan GarciaPalmeiras, 29, D(C)",  ,4(1),342.0,1.2,1.4,1.2,-,3.4,0.4,0.6,1,6.63,"215Luan GarciaPalmeiras, 29, D(C)",  ,4(1),342.0,-,1,0.6,0.2,-,0.8,0.2,0.2,-,6.63,"215Luan GarciaPalmeiras, 29, D(C)",  ,4(1),342.0,1,0.2,30.6,81.7,-,3.4,-,6.63,"215Luan GarciaPalmeiras, 29, D(C)",  ,4(1),342.0,-,1,-,-,0.6,81.7,1.2,-,6.63
"Gabriel MeninoPalmeiras, 21, D(R),M(CR)","216Gabriel MeninoPalmeiras, 21, D(R),M(CR)",  ,3(3),276.0,1.3,0.2,0.7,0.3,0.7,0.3,-,-,6.62,"216Gabriel MeninoPalmeiras, 21, D(R),M(CR)",  ,3(3),276.0,1,-,1.3,0.7,0.5,1.2,-,0.3,0.7,6.62,"216Gabriel MeninoPalmeiras, 21, D(R),M(CR)",  ,3(3),276.0,-,0.7,27.3,87.8,-,3.3,-,6.62,"216Gabriel MeninoPalmeiras, 21, D(R),M(CR)",  ,3(3),276.0,1,-,1,1,1.3,87.8,0.8,-,6.62
"MarianoAtletico MG, 36, D(R),M(R)","217MarianoAtletico MG, 36, D(R),M(R)",  ,4(1),361.0,1.6,1.4,0.6,-,0.4,2.8,-,-,6.61,"217MarianoAtletico MG, 36, D(R),M(R)",  ,4(1),361.0,-,1,-,1.4,0.2,0.2,-,-,0.2,6.61,"217MarianoAtletico MG, 36, D(R),M(R)",  ,4(1),361.0,1,1.4,43.4,85.7,1,3.8,-,6.61,"217MarianoAtletico MG, 36, D(R),M(R)",  ,4(1),361.0,-,1,2,-,-,85.7,0.6,-,6.61
"Fabrício DanielCoritiba, 25, AM(CR),FW","218Fabrício DanielCoritiba, 25, AM(CR),FW",  ,4(4),312.0,1,0.4,0.3,0.1,0.4,0.1,-,-,6.61,"218Fabrício DanielCoritiba, 25, AM(CR),FW",  ,4(4),312.0,-,1,1.1,0.5,1.5,1.6,-,0.9,0.6,6.61,"218Fabrício DanielCoritiba, 25, AM(CR),FW",  ,4(4),312.0,1,0.5,9.9,63.3,0.1,0.1,-,6.61,"218Fabrício DanielCoritiba, 25, AM(CR),FW",  ,4(4),312.0,-,1,-,-,1.1,63.3,0.1,-,6.61
"KanuBotafogo RJ, 25, D(C)","219KanuBotafogo RJ, 25, D(C)",  ,7,627.0,1.3,1.6,1.1,0.9,3.1,0.6,0.7,-,6.61,"219KanuBotafogo RJ, 25, D(C)",  ,7,627.0,-,-,0.3,-,0.3,0.9,-,0.3,0.4,6.61,"219KanuBotafogo RJ, 25, D(C)",  ,7,627.0,-,-,45.1,86.7,-,2.6,-,6.61,"219KanuBotafogo RJ, 25, D(C)",  ,7,627.0,-,-,3,-,0.3,86.7,2,-,6.61
"LéoSao Paulo, 26, D(CL)","220LéoSao Paulo, 26, D(CL)",  ,9,756.0,0.7,0.9,0.6,0.2,1.4,0.2,0.4,-,6.61,"220LéoSao Paulo, 26, D(CL)",  ,9,756.0,-,-,0.3,0.2,0.6,0.3,-,0.1,0.2,6.61,"220LéoSao Paulo, 26, D(CL)",  ,9,756.0,-,0.2,48.0,85.6,0.2,3.1,-,6.61,"220LéoSao Paulo, 26, D(CL)",  ,9,756.0,-,-,-,-,0.3,85.6,1.8,-,6.61
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HérculesFortaleza, 21, M(C)","221HérculesFortaleza, 21, M(C)",  ,3(5),379.0,1,0.3,0.8,-,0.4,-,0.1,-,6.61,"221HérculesFortaleza, 21, M(C)",  ,3(5),379.0,1,-,1.1,0.6,1.4,0.5,0.1,0.6,0.5,6.61,"221HérculesFortaleza, 21, M(C)",  ,3(5),379.0,-,0.6,21.8,79.3,0.1,1.6,0.1,6.61,"221HérculesFortaleza, 21, M(C)",  ,3(5),379.0,1,-,1,-,1.1,79.3,0.5,-,6.61
"ValCoritiba, 25, DMC","222ValCoritiba, 25, DMC",  ,4(1),223.0,1.6,0.8,1.2,-,0.8,1.2,0.6,-,6.61,"222ValCoritiba, 25, DMC",  ,4(1),223.0,-,1,0.6,0.2,0.6,1,-,0.6,0.8,6.61,"222ValCoritiba, 25, DMC",  ,4(1),223.0,1,0.2,20.2,78.2,-,1.4,0.2,6.61,"222ValCoritiba, 25, DMC",  ,4(1),223.0,-,1,3,-,0.6,78.2,0.2,-,6.61
"Igor GomesSao Paulo, 23, M(CLR)","223Igor GomesSao Paulo, 23, M(CLR)",  ,9,773.0,1.1,0.7,1.6,-,0.2,0.6,0.2,-,6.61,"223Igor GomesSao Paulo, 23, M(CLR)",  ,9,773.0,-,1,1,2.2,0.7,0.8,0.1,0.9,1.4,6.61,"223Igor GomesSao Paulo, 23, M(CLR)",  ,9,773.0,1,2.2,36.4,81.4,0.9,1.8,-,6.61,"223Igor GomesSao Paulo, 23, M(CLR)",  ,9,773.0,-,1,1,1,1,81.4,1.2,-,6.61
"JeffersonAtletico GO, 25, D(L)","224JeffersonAtletico GO, 25, D(L)",  ,9(2),809.0,0.7,0.4,0.5,0.1,2.2,0.5,0.3,-,6.61,"224JeffersonAtletico GO, 25, D(L)",  ,9(2),809.0,-,1,0.9,1.7,0.4,0.7,-,0.2,0.6,6.61,"224JeffersonAtletico GO, 25, D(L)",  ,9(2),809.0,1,1.7,40.9,84.7,1.2,3.6,-,6.61,"224JeffersonAtletico GO, 25, D(L)",  ,9(2),809.0,-,1,1,-,0.9,84.7,0.8,-,6.61
"David LuizFlamengo, 35, D(C),DMC","225David LuizFlamengo, 35, D(C),DMC",  ,5(1),419.0,1,0.3,1.3,0.3,2,-,0.3,-,6.61,"225David LuizFlamengo, 35, D(C),DMC",  ,5(1),419.0,-,-,0.8,0.2,0.2,0.3,0.3,-,0.5,6.61,"225David LuizFlamengo, 35, D(C),DMC",  ,5(1),419.0,-,0.2,46.0,85.5,-,2.2,-,6.61,"225David LuizFlamengo, 35, D(C),DMC",  ,5(1),419.0,-,-,1,-,0.8,85.5,1.5,-,6.61
"Thonny AndersonCoritiba, 24, AM(C),FW","226Thonny AndersonCoritiba, 24, AM(C),FW",  ,4(4),397.0,1.5,0.5,1.4,-,0.4,1.3,0.1,-,6.6,"226Thonny AndersonCoritiba, 24, AM(C),FW",  ,4(4),397.0,-,1,1.6,1.4,2,1,-,0.5,1.8,6.6,"226Thonny AndersonCoritiba, 24, AM(C),FW",  ,4(4),397.0,1,1.4,18.5,74.3,0.9,1.1,-,6.6,"226Thonny AndersonCoritiba, 24, AM(C),FW",  ,4(4),397.0,-,1,-,2,1.6,74.3,1.1,-,6.6
"CamiloCuiaba, 23, DMC,M(R)","227CamiloCuiaba, 23, DMC,M(R)",  ,6(2),619.0,1,1.1,1.1,-,3.3,0.8,0.4,-,6.6,"227CamiloCuiaba, 23, DMC,M(R)",  ,6(2),619.0,-,-,0.5,0.4,0.1,0.6,-,0.4,0.5,6.6,"227CamiloCuiaba, 23, DMC,M(R)",  ,6(2),619.0,-,0.4,27.5,84.1,0.1,1.3,-,6.6,"227CamiloCuiaba, 23, DMC,M(R)",  ,6(2),619.0,-,-,1,-,0.5,84.1,0.9,-,6.6
"SorrisoRed Bull Bragantino, 21, AM(LR)","228SorrisoRed Bull Bragantino, 21, AM(LR)",  ,6(3),461.0,1.3,0.2,0.9,-,0.6,1,0.2,-,6.6,"228SorrisoRed Bull Bragantino, 21, AM(LR)",  ,6(3),461.0,1,1,0.7,1,0.8,0.7,-,1.2,1.6,6.6,"228SorrisoRed Bull Bragantino, 21, AM(LR)",  ,6(3),461.0,1,1,15.3,67.4,0.4,0.3,-,6.6,"228SorrisoRed Bull Bragantino, 21, AM(LR)",  ,6(3),461.0,1,1,1,-,0.7,67.4,0.8,-,6.6
"Patrick de PaulaBotafogo RJ, 22, DMC","229Patrick de PaulaBotafogo RJ, 22, DMC",  ,3(3),286.0,1,0.8,0.8,-,0.7,1.3,-,-,6.6,"229Patrick de PaulaBotafogo RJ, 22, DMC",  ,3(3),286.0,1,-,1.8,0.3,0.7,1.3,-,0.2,1,6.6,"229Patrick de PaulaBotafogo RJ, 22, DMC",  ,3(3),286.0,-,0.3,22.2,80.5,0.2,1.8,-,6.6,"229Patrick de PaulaBotafogo RJ, 22, DMC",  ,3(3),286.0,1,-,2,-,1.8,80.5,0.5,-,6.6
"CaetanoGoias, 23, D(C)","230CaetanoGoias, 23, D(C)",  ,10,856.0,1.2,1.3,1,0.5,3.4,0.5,1,-,6.59,"230CaetanoGoias, 23, D(C)",  ,10,856.0,-,-,0.3,0.3,-,0.4,-,0.2,0.2,6.59,"230CaetanoGoias, 23, D(C)",  ,10,856.0,-,0.3,34.2,82.5,-,3.2,-,6.59,"230CaetanoGoias, 23, D(C)",  ,10,856.0,-,-,-,-,0.3,82.5,1.1,-,6.59
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CléberCeara, 25, FW","231CléberCeara, 25, FW",  ,4(2),295.0,1.3,0.2,1.8,-,0.7,0.2,-,-,6.59,"231CléberCeara, 25, FW",  ,4(2),295.0,1,-,1.8,1,0.2,0.2,0.2,0.7,1.7,6.59,"231CléberCeara, 25, FW",  ,4(2),295.0,-,1,12.5,73.3,-,-,-,6.59,"231CléberCeara, 25, FW",  ,4(2),295.0,1,-,1,-,1.8,73.3,2.2,-,6.59
"Luis OyamaBotafogo RJ, 25, DMC","232Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),557.0,1.5,1.4,1.6,0.1,0.5,1.6,0.3,-,6.59,"232Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),557.0,-,-,1.1,0.6,1,1.3,-,0.9,0.6,6.59,"232Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),557.0,-,0.6,36.9,80.7,0.1,3.4,-,6.59,"232Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),557.0,-,-,-,-,1.1,80.7,0.9,1,6.59
"VitãoInternacional, 22, D(C)","233VitãoInternacional, 22, D(C)",  ,7,629.0,0.4,0.4,0.4,0.4,4.6,0.3,1,-,6.59,"233VitãoInternacional, 22, D(C)",  ,7,629.0,-,-,0.3,-,-,0.1,-,-,0.1,6.59,"233VitãoInternacional, 22, D(C)",  ,7,629.0,-,-,31.4,85.5,-,2.3,-,6.59,"233VitãoInternacional, 22, D(C)",  ,7,629.0,-,-,-,-,0.3,85.5,1.9,-,6.59
"Lucas CrispimFortaleza, 28, M(CLR)","234Lucas CrispimFortaleza, 28, M(CLR)",  ,6(3),462.0,0.7,0.8,0.9,0.1,0.6,0.6,-,-,6.59,"234Lucas CrispimFortaleza, 28, M(CLR)",  ,6(3),462.0,1,-,0.7,1.3,0.1,0.7,-,0.3,0.1,6.59,"234Lucas CrispimFortaleza, 28, M(CLR)",  ,6(3),462.0,-,1.3,26.9,86.0,1.3,1.6,-,6.59,"234Lucas CrispimFortaleza, 28, M(CLR)",  ,6(3),462.0,1,-,1,-,0.7,86.0,0.3,-,6.59
"Lucas KalAmerica MG, 26, D(CL),DMC","235Lucas KalAmerica MG, 26, D(CL),DMC",  ,9,721.0,1.6,0.9,1.1,-,1.4,0.8,0.2,-,6.58,"235Lucas KalAmerica MG, 26, D(CL),DMC",  ,9,721.0,-,-,0.9,0.7,0.3,0.2,-,0.1,0.8,6.58,"235Lucas KalAmerica MG, 26, D(CL),DMC",  ,9,721.0,-,0.7,34.7,79.8,-,1.2,-,6.58,"235Lucas KalAmerica MG, 26, D(CL),DMC",  ,9,721.0,-,-,-,-,0.9,79.8,1.3,-,6.58
"MoratoAvai FC, 29, AM(LR)","236MoratoAvai FC, 29, AM(LR)",  ,6(2),405.0,1.3,0.1,1,-,0.1,1,-,-,6.58,"236MoratoAvai FC, 29, AM(LR)",  ,6(2),405.0,1,1,1.8,0.6,1.4,1.5,0.1,0.9,1.8,6.58,"236MoratoAvai FC, 29, AM(LR)",  ,6(2),405.0,1,0.6,17.3,80.4,0.1,-,-,6.58,"236MoratoAvai FC, 29, AM(LR)",  ,6(2),405.0,1,1,-,1,1.8,80.4,0.1,-,6.58
"Jhojan JulioSantos FC, 24, AM(L)","237Jhojan JulioSantos FC, 24, AM(L)",  ,6,393.0,1.8,0.5,1.8,-,-,0.8,0.2,-,6.58,"237Jhojan JulioSantos FC, 24, AM(L)",  ,6,393.0,-,-,0.8,0.2,1.3,1.5,-,0.8,3.7,6.58,"237Jhojan JulioSantos FC, 24, AM(L)",  ,6,393.0,-,0.2,21.3,80.5,0.2,1.8,-,6.58,"237Jhojan JulioSantos FC, 24, AM(L)",  ,6,393.0,-,-,1,-,0.8,80.5,0.8,-,6.58
"AlerrandroRed Bull Bragantino, 22, FW","238AlerrandroRed Bull Bragantino, 22, FW",  ,5(2),375.0,0.1,-,0.4,-,0.7,0.6,-,-,6.58,"238AlerrandroRed Bull Bragantino, 22, FW",  ,5(2),375.0,2,-,2.7,0.7,0.1,0.7,0.4,0.7,1.3,6.58,"238AlerrandroRed Bull Bragantino, 22, FW",  ,5(2),375.0,-,0.7,8.1,80.7,0.1,-,0.1,6.58,"238AlerrandroRed Bull Bragantino, 22, FW",  ,5(2),375.0,2,-,-,-,2.7,80.7,0.4,-,6.58
"Eduardo VargasAtletico MG, 32, AM(CLR),FW","239Eduardo VargasAtletico MG, 32, AM(CLR),FW",  ,4(3),332.0,-,0.1,0.7,-,-,0.6,-,-,6.58,"239Eduardo VargasAtletico MG, 32, AM(CLR),FW",  ,4(3),332.0,-,1,1.4,0.6,1.6,0.4,0.1,0.7,1.4,6.58,"239Eduardo VargasAtletico MG, 32, AM(CLR),FW",  ,4(3),332.0,1,0.6,20.1,90.1,-,1.4,-,6.58,"239Eduardo VargasAtletico MG, 32, AM(CLR),FW",  ,4(3),332.0,-,1,1,-,1.4,90.1,0.3,-,6.58
"SávioAtletico MG, 18, Forward","240SávioAtletico MG, 18, Forward",  ,2(3),177.0,0.6,0.2,0.4,-,-,1.2,-,-,6.57,"240SávioAtletico MG, 18, Forward",  ,2(3),177.0,1,-,1,0.8,1.8,1.4,-,0.2,1.8,6.57,"240SávioAtletico MG, 18, Forward",  ,2(3),177.0,-,0.8,11.4,82.5,0.2,0.6,-,6.57,"240SávioAtletico MG, 18, Forward",  ,2(3),177.0,1,-,-,-,1,82.5,-,1,6.57
"Fellipe BastosGoias, 32, DMC","241Fellipe BastosGoias, 32, DMC",  ,3(5),328.0,0.8,0.5,0.9,-,1.1,0.6,0.1,-,6.57,"241Fellipe BastosGoias, 32, DMC",  ,3(5),328.0,-,-,1.6,1.1,0.5,0.8,-,0.4,0.4,6.57,"241Fellipe BastosGoias, 32, DMC",  ,3(5),328.0,-,1.1,22.5,73.3,0.8,1.9,-,6.57,"241Fellipe BastosGoias, 32, DMC",  ,3(5),328.0,-,-,3,-,1.6,73.3,0.4,-,6.57
"AdemirAtletico MG, 27, AM(CR)","242AdemirAtletico MG, 27, AM(CR)",  ,3(6),368.0,0.6,0.4,0.6,-,0.2,1,0.1,-,6.57,"242AdemirAtletico MG, 27, AM(CR)",  ,3(6),368.0,1,-,1.4,1,0.4,2.1,0.6,0.2,0.9,6.57,"242AdemirAtletico MG, 27, AM(CR)",  ,3(6),368.0,-,1,12.2,82.7,0.3,0.4,-,6.57,"242AdemirAtletico MG, 27, AM(CR)",  ,3(6),368.0,1,-,1,-,1.4,82.7,0.3,-,6.57
"Bernardo LemesCoritiba, 20, DMC","243Bernardo LemesCoritiba, 20, DMC",  ,3(2),310.0,2.2,1.8,1.8,-,0.4,1,0.4,-,6.56,"243Bernardo LemesCoritiba, 20, DMC",  ,3(2),310.0,-,-,0.2,0.4,0.2,1,-,0.4,1.8,6.56,"243Bernardo LemesCoritiba, 20, DMC",  ,3(2),310.0,-,0.4,20.8,83.7,0.2,0.4,-,6.56,"243Bernardo LemesCoritiba, 20, DMC",  ,3(2),310.0,-,-,-,-,0.2,83.7,0.8,-,6.56
"Du QueirozCorinthians, 22, DMC","244Du QueirozCorinthians, 22, DMC",  ,8(3),790.0,1.3,1,1.9,-,0.2,1.7,0.5,-,6.56,"244Du QueirozCorinthians, 22, DMC",  ,8(3),790.0,-,1,0.8,0.2,1.1,0.4,0.1,0.9,2.2,6.56,"244Du QueirozCorinthians, 22, DMC",  ,8(3),790.0,1,0.2,39.6,87.6,-,1.4,-,6.56,"244Du QueirozCorinthians, 22, DMC",  ,8(3),790.0,-,1,1,-,0.8,87.6,0.6,-,6.56
"Zé RobertoCeara, 28, FW","245Zé RobertoCeara, 28, FW",  ,3(4),345.0,0.1,0.4,1.3,-,-,0.1,-,-,6.56,"245Zé RobertoCeara, 28, FW",  ,3(4),345.0,-,1,1.1,0.6,0.7,1,0.3,1.1,0.7,6.56,"245Zé RobertoCeara, 28, FW",  ,3(4),345.0,1,0.6,10.6,74.3,0.1,0.1,0.1,6.56,"245Zé RobertoCeara, 28, FW",  ,3(4),345.0,-,1,-,-,1.1,74.3,1.9,-,6.56
"Brayan CeballosFortaleza, 21, D(C)","246Brayan CeballosFortaleza, 21, D(C)",  ,6(1),525.0,0.9,0.9,1.1,-,3.7,0.6,0.7,-,6.56,"246Brayan CeballosFortaleza, 21, D(C)",  ,6(1),525.0,-,-,0.7,0.1,0.1,0.3,0.1,0.3,0.4,6.56,"246Brayan CeballosFortaleza, 21, D(C)",  ,6(1),525.0,-,0.1,33.7,76.3,-,1.3,-,6.56,"246Brayan CeballosFortaleza, 21, D(C)",  ,6(1),525.0,-,-,3,-,0.7,76.3,2.7,-,6.56
"Guillermo De los SantosCoritiba, 31, D(C)","247Guillermo De los SantosCoritiba, 31, D(C)",  ,3(2),259.0,0.8,1.4,0.2,0.2,2.2,0.4,0.8,-,6.56,"247Guillermo De los SantosCoritiba, 31, D(C)",  ,3(2),259.0,-,-,0.4,-,-,0.2,-,-,0.6,6.56,"247Guillermo De los SantosCoritiba, 31, D(C)",  ,3(2),259.0,-,-,24.8,75.8,-,1.6,-,6.56,"247Guillermo De los SantosCoritiba, 31, D(C)",  ,3(2),259.0,-,-,1,-,0.4,75.8,1.2,-,6.56
"HugoBotafogo RJ, 20, D(L),M(L)","248HugoBotafogo RJ, 20, D(L),M(L)",  ,4(2),415.0,1,0.8,0.8,-,0.8,0.5,-,-,6.55,"248HugoBotafogo RJ, 20, D(L),M(L)",  ,4(2),415.0,-,-,1.3,0.8,1.2,0.8,-,-,1.2,6.55,"248HugoBotafogo RJ, 20, D(L),M(L)",  ,4(2),415.0,-,0.8,28.5,72.5,0.7,1.3,-,6.55,"248HugoBotafogo RJ, 20, D(L),M(L)",  ,4(2),415.0,-,-,1,-,1.3,72.5,0.3,-,6.55
"MayconCorinthians, 25, M(C)","249MayconCorinthians, 25, M(C)",  ,4(2),356.0,0.8,0.8,0.7,-,0.3,1.3,0.2,-,6.55,"249MayconCorinthians, 25, M(C)",  ,4(2),356.0,-,-,0.7,1.5,0.3,0.3,-,0.2,1.2,6.55,"249MayconCorinthians, 25, M(C)",  ,4(2),356.0,-,1.5,39.3,84.7,1.5,2.5,-,6.55,"249MayconCorinthians, 25, M(C)",  ,4(2),356.0,-,-,1,-,0.7,84.7,0.2,-,6.55
"Igor ViniciusSao Paulo, 25, D(R),M(R)","250Igor ViniciusSao Paulo, 25, D(R),M(R)",  ,3(6),335.0,1.3,0.3,0.3,-,0.7,0.8,0.2,-,6.55,"250Igor ViniciusSao Paulo, 25, D(R),M(R)",  ,3(6),335.0,1,1,0.7,0.8,0.6,0.3,-,0.2,1.3,6.55,"250Igor ViniciusSao Paulo, 25, D(R),M(R)",  ,3(6),335.0,1,0.8,15.2,78.1,0.7,0.3,-,6.55,"250Igor ViniciusSao Paulo, 25, D(R),M(R)",  ,3(6),335.0,1,1,1,-,0.7,78.1,0.2,1,6.55
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AlessonCuiaba, 23, AM(R)","251AlessonCuiaba, 23, AM(R)",  ,5(2),384.0,1,-,0.6,-,0.1,1.1,-,-,6.55,"251AlessonCuiaba, 23, AM(R)",  ,5(2),384.0,1,-,1.3,0.6,1.3,0.4,-,0.9,1.7,6.55,"251AlessonCuiaba, 23, AM(R)",  ,5(2),384.0,-,0.6,12.3,69.8,0.3,-,-,6.55,"251AlessonCuiaba, 23, AM(R)",  ,5(2),384.0,1,-,1,-,1.3,69.8,1,-,6.55
"Willian ArãoFlamengo, 30, D(C),M(C)","252Willian ArãoFlamengo, 30, D(C),M(C)",  ,5(2),418.0,0.1,1.6,0.6,0.1,0.9,0.3,0.7,-,6.54,"252Willian ArãoFlamengo, 30, D(C),M(C)",  ,5(2),418.0,-,-,0.9,0.4,0.1,0.3,-,-,0.1,6.54,"252Willian ArãoFlamengo, 30, D(C),M(C)",  ,5(2),418.0,-,0.4,35.4,88.3,-,2.9,-,6.54,"252Willian ArãoFlamengo, 30, D(C),M(C)",  ,5(2),418.0,-,-,-,-,0.9,88.3,1.6,1,6.54
